order_id,warehouse_date,delivery_due_date,product_group,unit_of_measure,volume,tl_cost,ltl_cost
1244,09/22/2009,12/08/2009,Eco-Friendly Apparel,980,19793,890,213
1245,09/10/2013,11/21/2013,Eco-Friendly Apparel,1186,34544,890,215
1246,08/14/2012,12/21/2012,Eco-Friendly Apparel,967,40725,890,229
1247,02/02/2011,11/08/2011,Eco-Friendly Apparel,1071,30735,890,236
1248,09/24/2010,03/04/2011,Eco-Friendly Apparel,1724,19546,890,159
1249,01/15/2013,11/01/2013,Handcrafted Home Decor,1154,43623,890,226
1250,08/10/2012,10/08/2012,Handcrafted Home Decor,953,28808,890,238
1251,06/02/2014,11/06/2014,Eco-Friendly Apparel,1738,38697,890,132
1252,04/28/2014,04/28/2014,Eco-Friendly Apparel,1359,25891,890,214
1253,06/26/2009,10/23/2009,Eco-Friendly Apparel,1745,18437,890,173
1254,08/05/2009,09/23/2009,Handcrafted Home Decor,1269,22672,890,229
1255,04/30/2014,11/26/2014,Eco-Friendly Apparel,1291,15937,890,184
1256,11/28/2014,11/28/2014,Eco-Friendly Apparel,1762,52229,890,124
1257,05/05/2014,08/22/2014,Eco-Friendly Apparel,987,19359,890,214
1258,06/17/2010,11/17/2010,Eco-Friendly Apparel,1365,30755,890,125
1259,08/27/2014,08/27/2014,Eco-Friendly Apparel,1759,49828,890,136
1260,10/09/2014,08/24/2014,Eco-Friendly Apparel,1330,23224,890,147
1261,05/22/2013,08/09/2013,Handcrafted Home Decor,1025,36083,890,225
1262,09/24/2010,03/04/2011,Eco-Friendly Apparel,1145,20777,890,124
1263,08/14/2012,12/28/2012,Eco-Friendly Apparel,1540,16659,890,192
1264,10/23/2013,02/25/2014,Eco-Friendly Apparel,1577,26351,890,168
1265,08/28/2014,08/28/2014,Eco-Friendly Apparel,1851,18327,890,128
1266,09/24/2010,05/03/2011,Eco-Friendly Apparel,1468,13042,890,201
1267,12/18/2012,03/14/2013,Eco-Friendly Apparel,1777,62764,890,166
1268,12/18/2014,02/19/2014,Handcrafted Home Decor,1078,19620,890,230
1269,04/11/2013,08/13/2013,Eco-Friendly Apparel,1745,27922,890,164
1270,03/24/2011,11/03/2011,Eco-Friendly Apparel,1137,19678,890,187
1271,01/30/2014,07/07/2014,Eco-Friendly Apparel,1598,38599,890,211
1272,12/22/2009,03/18/2010,Handcrafted Home Decor,1416,42105,890,221
1273,08/14/2014,10/22/2014,Eco-Friendly Apparel,1392,38508,890,172
1274,08/20/2014,04/23/2014,Eco-Friendly Apparel,1236,61052,890,154
1275,08/27/2014,08/27/2014,Eco-Friendly Apparel,1689,27431,890,182
1276,11/02/2009,01/07/2010,Eco-Friendly Apparel,1640,55145,890,229
1277,10/11/2011,03/23/2012,Eco-Friendly Apparel,1367,14529,890,141
1278,02/26/2013,07/20/2013,Handcrafted Home Decor,990,16980,890,174
1279,05/05/2014,10/29/2014,Eco-Friendly Apparel,1359,29165,890,227
1280,09/30/2011,01/16/2012,Eco-Friendly Apparel,1697,59430,890,144
1281,08/14/2014,10/22/2014,Eco-Friendly Apparel,1171,48935,890,164
1282,11/09/2011,03/30/2012,Eco-Friendly Apparel,1721,45034,890,234
1283,04/30/2014,10/20/2014,Eco-Friendly Apparel,911,21007,890,161
1284,06/02/2014,09/17/2014,Handcrafted Home Decor,1108,44168,890,258
1285,05/08/2014,06/16/2014,Eco-Friendly Apparel,937,41008,890,149
1286,03/25/2011,05/31/2011,Eco-Friendly Apparel,1861,46150,890,223
1287,06/29/2009,08/17/2009,Eco-Friendly Apparel,1104,22661,890,126
1288,05/02/2011,07/01/2011,Handcrafted Home Decor,1314,40687,890,153
1289,08/03/2011,09/20/2011,Handcrafted Home Decor,976,36181,890,153
1290,11/03/2009,03/10/2010,Eco-Friendly Apparel,956,48817,890,176
1291,08/29/2014,08/29/2014,Eco-Friendly Apparel,1261,34892,890,134
1292,07/18/2014,11/13/2014,Eco-Friendly Apparel,1136,27632,890,170
1293,09/24/2010,01/11/2011,Eco-Friendly Apparel,1504,39919,890,198
1294,02/24/2012,04/10/2012,Eco-Friendly Apparel,1686,37391,890,221
1295,03/02/2014,08/11/2014,Eco-Friendly Apparel,1835,28926,890,172
1296,03/19/2010,07/27/2010,Eco-Friendly Apparel,1056,19620,890,208
1297,01/20/2010,03/03/2010,Eco-Friendly Apparel,1293,36597,890,197
1298,08/11/2014,02/24/2014,Eco-Friendly Apparel,1830,35657,890,121
1299,11/09/2012,04/22/2013,Eco-Friendly Apparel,1690,54149,890,132
1300,10/09/2014,07/24/2014,Eco-Friendly Apparel,1396,48577,890,235
1301,02/17/2014,07/07/2014,Eco-Friendly Apparel,1105,33490,890,226
1302,08/29/2014,08/29/2014,Eco-Friendly Apparel,1029,15764,890,144
1303,10/29/2014,01/22/2014,Handcrafted Home Decor,1564,51881,890,185
1304,05/02/2012,07/05/2012,Handcrafted Home Decor,1337,39651,890,207
1305,03/23/2011,10/17/2011,Eco-Friendly Apparel,1277,25952,890,157
1306,03/08/2012,07/03/2012,Eco-Friendly Apparel,1329,34506,890,204
1307,08/27/2013,12/27/2013,Eco-Friendly Apparel,1505,47938,890,190
1308,03/14/2013,10/02/2013,Handcrafted Home Decor,954,20726,890,193
1309,04/01/2013,09/12/2013,Handcrafted Home Decor,1285,35718,890,233
1310,10/09/2014,08/24/2014,Eco-Friendly Apparel,1627,28426,890,196
1311,02/09/2011,05/09/2011,Eco-Friendly Apparel,1285,25132,890,205
1312,10/09/2014,08/24/2014,Eco-Friendly Apparel,1479,58717,890,123
1313,02/20/2014,07/07/2014,Handcrafted Home Decor,1218,17157,890,190
1314,03/10/2014,08/01/2014,Eco-Friendly Apparel,1328,40361,890,147
1315,07/01/2010,09/06/2010,Eco-Friendly Apparel,1170,33015,890,230
1316,11/14/2014,04/01/2014,Eco-Friendly Apparel,1247,41875,890,173
1317,10/10/2013,04/23/2014,Eco-Friendly Apparel,1030,15369,890,220
1318,02/15/2011,04/05/2011,Eco-Friendly Apparel,962,25368,890,137
1319,03/31/2014,06/12/2014,Eco-Friendly Apparel,1535,18120,890,233
1320,07/11/2014,07/11/2014,Eco-Friendly Apparel,1101,25019,890,230
1321,03/24/2011,10/10/2011,Eco-Friendly Apparel,1194,25775,890,135
1322,06/02/2014,11/06/2014,Eco-Friendly Apparel,1013,33018,890,159
1323,08/29/2014,08/29/2014,Eco-Friendly Apparel,1844,37223,890,124
1324,03/19/2010,08/24/2010,Eco-Friendly Apparel,1163,34752,890,137
1325,03/19/2010,11/19/2010,Eco-Friendly Apparel,1690,22608,890,222
1326,01/19/2014,02/17/2014,Eco-Friendly Apparel,1045,34613,890,131
1327,12/09/2011,01/09/2012,Electronics Components,1641,37528,890,217
1327,12/09/2011,01/09/2012,Electronics Components,1304,34123,890,157
1327,12/09/2011,01/09/2012,Electronics Components,1793,43866,890,220
1327,12/09/2011,01/09/2012,Electronics Components,1607,42088,890,174
1327,12/09/2011,01/09/2012,Electronics Components,1321,44883,890,160
1327,12/09/2011,01/09/2012,Electronics Components,1867,32097,890,225
1327,12/09/2011,01/09/2012,Electronics Components,1396,32508,890,156
1327,12/09/2011,01/09/2012,Electronics Components,1516,29473,890,173
1327,12/09/2011,01/09/2012,Electronics Components,1894,36853,890,122
1327,12/09/2011,01/09/2012,Electronics Components,1666,34316,890,228
1327,12/09/2011,01/09/2012,Electronics Components,1392,38283,890,223
1327,12/09/2011,01/09/2012,Electronics Components,1146,28602,890,153
1327,12/09/2011,01/09/2012,Electronics Components,1726,32610,890,121
1328,07/07/2009,04/15/2010,Eco-Friendly Apparel,1090,23614,890,132
1329,10/16/2013,01/22/2014,Eco-Friendly Apparel,1576,54407,890,231
1330,12/24/2014,03/30/2014,Eco-Friendly Apparel,1720,34176,890,152
1331,01/12/2011,05/10/2011,Handcrafted Home Decor,1121,42030,890,210
1332,10/09/2014,07/24/2014,Eco-Friendly Apparel,1782,34677,890,147
1333,02/20/2014,06/05/2014,Handcrafted Home Decor,1379,56836,890,225
1334,02/10/2014,07/07/2014,Eco-Friendly Apparel,1075,43912,890,164
1335,11/10/2010,04/02/2012,Eco-Friendly Apparel,1044,55062,890,163
1336,07/16/2009,04/26/2010,Eco-Friendly Apparel,1361,27981,890,211
1337,03/28/2011,11/02/2011,Eco-Friendly Apparel,1872,10839,890,169
1338,07/01/2014,09/30/2014,Handcrafted Home Decor,1216,62913,890,199
1339,07/21/2009,08/12/2009,Eco-Friendly Apparel,1465,17977,890,224
1340,07/08/2011,02/20/2012,Eco-Friendly Apparel,901,48896,890,228
1341,07/21/2009,08/12/2009,Eco-Friendly Apparel,1422,48848,890,213
1342,05/23/2011,07/27/2011,Handcrafted Home Decor,1497,64650,890,244
1343,09/14/2009,11/17/2009,Eco-Friendly Apparel,1176,41304,890,193
1344,12/02/2013,02/06/2014,Eco-Friendly Apparel,1395,26447,890,163
1345,03/29/2010,11/09/2010,Eco-Friendly Apparel,1732,19936,890,123
1346,12/02/2013,01/13/2014,Eco-Friendly Apparel,1332,55019,890,223
1347,02/05/2013,07/02/2013,Eco-Friendly Apparel,1712,17010,890,149
1348,11/13/2009,03/04/2010,Handcrafted Home Decor,1304,27139,890,234
1349,03/30/2011,09/23/2011,Eco-Friendly Apparel,1112,41935,890,205
1350,08/24/2014,08/24/2014,Eco-Friendly Apparel,1583,55602,890,155
1351,09/11/2013,01/03/2014,Handcrafted Home Decor,1065,55250,890,238
1352,08/29/2014,12/03/2014,Eco-Friendly Apparel,1724,38737,890,237
1353,09/30/2009,03/03/2010,Handcrafted Home Decor,1559,42212,890,219
1354,10/03/2014,10/03/2014,Eco-Friendly Apparel,1865,14195,890,168
1355,02/19/2014,04/16/2014,Handcrafted Home Decor,1274,18636,890,151
1356,08/29/2014,08/29/2014,Eco-Friendly Apparel,1411,35886,890,194
1357,07/14/2009,09/15/2009,Eco-Friendly Apparel,1783,42068,890,207
1358,11/18/2011,03/23/2012,Eco-Friendly Apparel,1033,50623,890,159
1359,11/02/2009,03/20/2010,Eco-Friendly Apparel,1874,52034,890,209
1360,03/24/2011,11/08/2011,Eco-Friendly Apparel,1508,36897,890,144
1361,08/11/2014,12/17/2014,Eco-Friendly Apparel,1491,25877,890,140
1362,11/04/2014,11/05/2014,Eco-Friendly Apparel,1176,26279,890,135
1363,09/02/2010,10/22/2010,Eco-Friendly Apparel,1028,17139,890,205
1364,09/03/2009,11/06/2009,Handcrafted Home Decor,1176,23620,890,261
1365,10/16/2012,03/20/2013,Handcrafted Home Decor,1128,31237,890,140
1366,08/27/2014,11/20/2014,Handcrafted Home Decor,1534,42127,890,217
1367,09/11/2009,12/24/2009,Handcrafted Home Decor,1455,17791,890,221
1368,10/18/2012,04/23/2013,Handcrafted Home Decor,1436,30460,890,267
1369,08/18/2009,11/23/2009,Eco-Friendly Apparel,1289,27893,890,237
1370,04/11/2013,06/11/2013,Handcrafted Home Decor,1551,45653,890,253
1371,01/19/2012,02/21/2012,Handcrafted Home Decor,1106,22331,890,134
1372,08/27/2014,08/27/2014,Eco-Friendly Apparel,1377,37127,890,226
1373,11/28/2013,06/25/2014,Eco-Friendly Apparel,1409,48845,890,196
1374,09/14/2011,01/06/2012,Handcrafted Home Decor,1564,31039,890,220
1375,05/18/2014,09/08/2014,Eco-Friendly Apparel,1524,51342,890,138
1376,09/24/2010,03/04/2011,Eco-Friendly Apparel,1315,18273,890,180
1377,11/22/2010,02/10/2011,Handcrafted Home Decor,939,35231,890,226
1378,06/01/2012,06/27/2012,Eco-Friendly Apparel,1098,14843,890,207
1379,03/19/2010,09/20/2010,Eco-Friendly Apparel,1548,33946,890,225
1380,02/12/2014,11/07/2014,Handcrafted Home Decor,958,45626,890,159
1381,10/03/2014,10/03/2014,Eco-Friendly Apparel,1554,22766,890,213
1382,05/23/2014,10/21/2014,Electronics Components,1273,35736,890,217
1382,05/23/2014,10/21/2014,Electronics Components,1822,37947,890,205
1382,05/23/2014,10/21/2014,Electronics Components,1517,38096,890,150
1382,05/23/2014,10/21/2014,Electronics Components,1831,36435,890,202
1382,05/23/2014,10/21/2014,Electronics Components,1822,50335,890,200
1382,05/23/2014,10/21/2014,Electronics Components,1102,38206,890,179
1382,05/23/2014,10/21/2014,Electronics Components,1110,50501,890,152
1382,05/23/2014,10/21/2014,Electronics Components,1344,38575,890,176
1382,05/23/2014,10/21/2014,Electronics Components,1783,44479,890,212
1382,05/23/2014,10/21/2014,Electronics Components,1168,29828,890,215
1382,05/23/2014,10/21/2014,Electronics Components,1613,33153,890,198
1382,05/23/2014,10/21/2014,Electronics Components,1189,30628,890,118
1382,05/23/2014,10/21/2014,Electronics Components,1202,28143,890,224
1382,05/23/2014,10/21/2014,Electronics Components,1609,47711,890,192
1383,08/27/2014,08/27/2014,Eco-Friendly Apparel,1358,56135,890,161
1384,03/19/2010,07/07/2010,Eco-Friendly Apparel,1674,36124,890,220
1385,03/24/2010,06/22/2010,Eco-Friendly Apparel,1098,35577,890,189
1386,05/16/2014,10/03/2014,Eco-Friendly Apparel,1810,21673,890,223
1387,01/23/2012,05/18/2012,Handcrafted Home Decor,1559,54935,890,216
1388,01/20/2014,06/11/2014,Eco-Friendly Apparel,1048,52772,890,210
1389,07/17/2009,01/27/2010,Eco-Friendly Apparel,1793,44924,890,223
1390,10/25/2012,12/14/2012,Eco-Friendly Apparel,1118,42061,890,195
1391,05/07/2014,06/30/2014,Eco-Friendly Apparel,975,59037,890,226
1392,09/11/2009,01/28/2010,Handcrafted Home Decor,970,15159,890,177
1393,08/13/2014,08/13/2014,Eco-Friendly Apparel,1096,23898,890,131
1394,08/29/2014,08/29/2014,Eco-Friendly Apparel,1658,24545,890,176
1395,04/17/2012,07/05/2012,Eco-Friendly Apparel,995,19087,890,138
1396,03/09/2014,03/09/2014,Eco-Friendly Apparel,1874,49557,890,132
1397,08/12/2011,11/23/2011,Handcrafted Home Decor,925,28950,890,207
1398,08/29/2011,11/04/2011,Handcrafted Home Decor,1524,42875,890,217
1399,06/21/2010,08/09/2010,Handcrafted Home Decor,961,49797,890,161
1400,08/29/2014,11/19/2014,Eco-Friendly Apparel,1808,52997,890,136
1401,05/11/2014,05/12/2014,Eco-Friendly Apparel,1109,24265,890,147
1402,02/15/2011,05/28/2011,Eco-Friendly Apparel,1039,27051,890,220
1403,12/24/2014,06/08/2014,Eco-Friendly Apparel,1598,34174,890,137
1404,02/12/2010,06/28/2010,Eco-Friendly Apparel,1285,40523,890,233
1405,05/29/2013,09/15/2013,Handcrafted Home Decor,1006,32322,890,181
1406,02/11/2013,09/03/2013,Eco-Friendly Apparel,1709,59729,890,205
1407,08/27/2014,08/27/2014,Eco-Friendly Apparel,1270,51584,890,221
1408,04/21/2010,05/31/2010,Eco-Friendly Apparel,948,60129,890,151
1409,02/06/2013,07/01/2013,Eco-Friendly Apparel,1863,38338,890,229
1410,07/26/2012,10/15/2012,Handcrafted Home Decor,1519,26383,890,166
1411,08/21/2012,11/20/2012,Handcrafted Home Decor,1569,66096,890,225
1412,12/02/2013,02/06/2014,Eco-Friendly Apparel,1520,32323,890,155
1413,03/19/2010,06/24/2010,Eco-Friendly Apparel,1031,47884,890,147
1414,11/07/2012,04/09/2013,Eco-Friendly Apparel,1307,58368,890,207
1415,01/22/2013,05/13/2013,Eco-Friendly Apparel,1881,27646,890,152
1416,03/10/2014,08/25/2014,Eco-Friendly Apparel,1366,18641,890,137
1417,01/24/2012,02/29/2012,Eco-Friendly Apparel,1008,57738,890,131
1418,08/09/2013,12/10/2013,Eco-Friendly Apparel,1421,26100,890,121
1419,03/05/2010,06/21/2010,Eco-Friendly Apparel,1681,16420,890,212
1420,08/29/2014,08/29/2014,Eco-Friendly Apparel,1641,59264,890,202
1421,09/27/2010,03/31/2011,Eco-Friendly Apparel,940,41428,890,169
1422,12/24/2014,05/13/2014,Eco-Friendly Apparel,1293,18268,890,161
1423,10/06/2009,11/11/2009,Handcrafted Home Decor,1496,23810,890,145
1424,04/30/2014,11/26/2014,Eco-Friendly Apparel,1882,28530,890,140
1425,12/08/2009,01/27/2010,Eco-Friendly Apparel,1481,30702,890,191
1426,08/28/2014,08/28/2014,Eco-Friendly Apparel,1157,62419,890,157
1427,12/14/2010,10/05/2011,Eco-Friendly Apparel,1639,15567,890,136
1428,07/30/2014,10/03/2014,Handcrafted Home Decor,1363,51648,890,208
1429,07/09/2014,02/20/2014,Handcrafted Home Decor,1291,24226,890,170
1430,09/12/2012,06/18/2013,Handcrafted Home Decor,922,26969,890,175
1431,11/24/2010,04/08/2011,Handcrafted Home Decor,1428,15094,890,220
1432,08/01/2011,02/09/2012,Handcrafted Home Decor,1136,35655,890,186
1433,10/15/2009,10/19/2009,Eco-Friendly Apparel,1441,37556,890,159
1434,08/24/2014,08/24/2014,Eco-Friendly Apparel,1284,49509,890,229
1435,04/28/2014,04/28/2014,Eco-Friendly Apparel,1372,23345,890,165
1436,11/09/2009,07/06/2010,Eco-Friendly Apparel,1306,29295,890,184
1437,10/16/2012,01/28/2013,Handcrafted Home Decor,1293,36996,890,184
1438,03/24/2011,09/02/2011,Eco-Friendly Apparel,1476,36016,890,167
1439,12/04/2014,05/05/2014,Handcrafted Home Decor,1453,40193,890,215
1440,04/15/2009,02/03/2010,Eco-Friendly Apparel,912,44421,890,143
1441,03/25/2010,06/04/2010,Eco-Friendly Apparel,1558,42397,890,152
1442,05/13/2014,09/03/2014,Eco-Friendly Apparel,1700,53685,890,169
1443,12/23/2009,12/28/2009,Eco-Friendly Apparel,998,57183,890,201
1444,07/26/2012,11/07/2012,Handcrafted Home Decor,1214,51345,890,139
1445,07/16/2012,08/17/2012,Handcrafted Home Decor,1115,18217,890,248
1446,03/30/2011,11/22/2011,Handcrafted Home Decor,1501,64627,890,195
1447,04/17/2012,05/18/2012,Eco-Friendly Apparel,1082,24808,890,139
1448,02/12/2014,02/12/2014,Eco-Friendly Apparel,1847,41088,890,226
1449,03/25/2011,10/19/2011,Eco-Friendly Apparel,1827,41066,890,218
1450,02/27/2014,06/01/2014,Eco-Friendly Apparel,921,58375,890,198
1451,09/24/2010,02/01/2011,Eco-Friendly Apparel,968,19563,890,187
1452,10/18/2010,02/09/2011,Eco-Friendly Apparel,1489,27161,890,159
1453,09/17/2013,02/13/2014,Eco-Friendly Apparel,1469,24536,890,209
1454,05/29/2014,05/26/2014,Eco-Friendly Apparel,914,18121,890,180
1455,11/28/2014,11/28/2014,Eco-Friendly Apparel,1650,38816,890,131
1456,10/30/2013,03/21/2014,Eco-Friendly Apparel,1466,43622,890,169
1457,04/11/2014,06/16/2014,Eco-Friendly Apparel,1228,31255,890,135
1458,06/21/2010,10/27/2010,Handcrafted Home Decor,1483,29268,890,238
1459,10/09/2014,07/24/2014,Eco-Friendly Apparel,1785,39483,890,203
1460,07/22/2013,08/30/2013,Eco-Friendly Apparel,1465,29445,890,181
1461,02/09/2010,06/30/2010,Eco-Friendly Apparel,993,31591,890,163
1462,01/12/2011,03/11/2011,Handcrafted Home Decor,1108,43509,890,259
1463,03/19/2010,06/11/2010,Eco-Friendly Apparel,1623,17023,890,135
1464,07/01/2010,09/21/2010,Eco-Friendly Apparel,1727,35476,890,199
1465,03/14/2013,04/30/2013,Handcrafted Home Decor,1234,45315,890,271
1466,04/30/2014,10/01/2014,Eco-Friendly Apparel,908,47468,890,222
1467,05/15/2013,11/27/2013,Eco-Friendly Apparel,907,22164,890,199
1468,05/17/2013,09/03/2013,Eco-Friendly Apparel,1805,44308,890,193
1469,08/30/2011,11/22/2011,Handcrafted Home Decor,1330,39061,890,168
1470,12/14/2010,05/05/2011,Eco-Friendly Apparel,1059,29268,890,125
1471,03/19/2010,12/08/2010,Eco-Friendly Apparel,1179,38220,890,203
1472,02/17/2012,05/08/2012,Handcrafted Home Decor,1531,60202,890,235
1473,05/15/2012,06/29/2012,Organic Packaged Food,2039,23228,890,399
1473,05/15/2012,06/29/2012,Organic Packaged Food,1051,24074,890,439
1473,05/15/2012,06/29/2012,Organic Packaged Food,1513,19566,890,332
1473,05/15/2012,06/29/2012,Organic Packaged Food,1743,20111,890,441
1473,05/15/2012,06/29/2012,Organic Packaged Food,2084,22738,890,283
1473,05/15/2012,06/29/2012,Organic Packaged Food,1691,24448,890,385
1473,05/15/2012,06/29/2012,Organic Packaged Food,1542,23941,890,378
1473,05/15/2012,06/29/2012,Organic Packaged Food,1409,19442,890,379
1473,05/15/2012,06/29/2012,Organic Packaged Food,1154,22258,890,275
1473,05/15/2012,06/29/2012,Organic Packaged Food,1632,21853,890,378
1473,05/15/2012,06/29/2012,Organic Packaged Food,1050,21743,890,249
1473,05/15/2012,06/29/2012,Organic Packaged Food,2023,22771,890,318
1473,05/15/2012,06/29/2012,Organic Packaged Food,1993,21878,890,449
1473,05/15/2012,06/29/2012,Organic Packaged Food,1523,21053,890,285
1473,05/15/2012,06/29/2012,Organic Packaged Food,1354,21855,890,269
1473,05/15/2012,06/29/2012,Organic Packaged Food,2068,23049,890,340
1473,05/15/2012,06/29/2012,Organic Packaged Food,1801,23259,890,452
1473,05/15/2012,06/29/2012,Organic Packaged Food,1839,20716,890,400
1473,05/15/2012,06/29/2012,Organic Packaged Food,1255,23450,890,314
1473,05/15/2012,06/29/2012,Organic Packaged Food,1247,20145,890,386
1473,05/15/2012,06/29/2012,Organic Packaged Food,1532,24731,890,348
1474,06/26/2009,10/26/2009,Eco-Friendly Apparel,1625,43120,890,208
1475,02/20/2014,07/07/2014,Handcrafted Home Decor,1254,20539,890,170
1476,04/30/2014,11/04/2014,Eco-Friendly Apparel,1768,24203,890,149
1477,01/07/2014,04/13/2014,Eco-Friendly Apparel,1731,60772,890,182
1478,12/22/2010,03/28/2011,Handcrafted Home Decor,1301,50628,890,273
1479,09/13/2013,11/08/2013,Eco-Friendly Apparel,1137,44077,890,180
1480,08/13/2012,11/27/2012,Handcrafted Home Decor,921,44518,890,260
1481,08/23/2010,12/01/2010,Handcrafted Home Decor,1444,27885,890,205
1482,08/21/2012,12/13/2012,Handcrafted Home Decor,1061,24531,890,163
1483,01/28/2014,04/28/2014,Handcrafted Home Decor,1295,62114,890,215
1484,09/22/2009,10/27/2009,Eco-Friendly Apparel,1753,34212,890,189
1485,06/01/2012,06/29/2012,Eco-Friendly Apparel,941,56055,890,142
1486,09/17/2010,12/09/2010,Eco-Friendly Apparel,1866,28101,890,133
1487,07/16/2012,09/09/2012,Eco-Friendly Apparel,1489,64498,890,170
1488,08/24/2014,08/24/2014,Eco-Friendly Apparel,1151,19717,890,236
1489,07/21/2009,08/05/2009,Eco-Friendly Apparel,963,39546,890,233
1490,09/19/2011,10/17/2012,Handcrafted Home Decor,1441,16942,890,189
1491,07/16/2009,01/27/2010,Eco-Friendly Apparel,1814,16694,890,167
1492,07/18/2011,09/29/2011,Handcrafted Home Decor,924,17383,890,225
1493,12/08/2014,06/01/2014,Eco-Friendly Apparel,1510,69761,890,230
1494,09/03/2009,10/13/2009,Handcrafted Home Decor,1388,59623,890,156
1495,01/26/2014,07/08/2014,Handcrafted Home Decor,1506,37938,890,233
1496,10/30/2014,05/07/2014,Eco-Friendly Apparel,1870,25670,890,149
1497,01/26/2014,01/26/2014,Eco-Friendly Apparel,1499,39900,890,200
1498,02/27/2013,08/16/2013,Handcrafted Home Decor,1491,29468,890,151
1499,07/20/2011,09/30/2011,Handcrafted Home Decor,1557,33354,890,210
1500,09/11/2009,10/27/2009,Handcrafted Home Decor,965,60581,890,201
1501,08/27/2014,08/27/2014,Eco-Friendly Apparel,938,21769,890,220
1502,10/07/2010,12/17/2010,Handcrafted Home Decor,1348,26013,890,196
1503,05/01/2012,06/05/2012,Electronics Components,1825,30434,890,192
1503,05/01/2012,06/05/2012,Electronics Components,1135,31499,890,198
1503,05/01/2012,06/05/2012,Electronics Components,1175,37757,890,194
1503,05/01/2012,06/05/2012,Electronics Components,1745,29655,890,172
1503,05/01/2012,06/05/2012,Electronics Components,1727,52783,890,190
1503,05/01/2012,06/05/2012,Electronics Components,1455,52230,890,125
1503,05/01/2012,06/05/2012,Electronics Components,1406,31164,890,136
1503,05/01/2012,06/05/2012,Electronics Components,1133,36894,890,220
1503,05/01/2012,06/05/2012,Electronics Components,1745,47844,890,220
1503,05/01/2012,06/05/2012,Electronics Components,1557,52880,890,151
1503,05/01/2012,06/05/2012,Electronics Components,1838,44994,890,156
1503,05/01/2012,06/05/2012,Electronics Components,1628,31275,890,208
1503,05/01/2012,06/05/2012,Electronics Components,1541,51243,890,214
1503,05/01/2012,06/05/2012,Electronics Components,1152,28043,890,119
1503,05/01/2012,06/05/2012,Electronics Components,1594,37597,890,221
1504,01/22/2014,02/20/2014,Handcrafted Home Decor,1118,67795,890,167
1505,06/21/2011,09/13/2011,Electronics Components,1695,49503,890,161
1505,06/21/2011,09/13/2011,Electronics Components,1644,30561,890,158
1505,06/21/2011,09/13/2011,Electronics Components,1622,35515,890,122
1505,06/21/2011,09/13/2011,Electronics Components,1814,36621,890,182
1505,06/21/2011,09/13/2011,Electronics Components,1540,33756,890,213
1505,06/21/2011,09/13/2011,Electronics Components,1499,46352,890,142
1505,06/21/2011,09/13/2011,Electronics Components,1694,35219,890,217
1505,06/21/2011,09/13/2011,Electronics Components,1672,31291,890,166
1505,06/21/2011,09/13/2011,Electronics Components,1760,36667,890,125
1505,06/21/2011,09/13/2011,Electronics Components,1270,50264,890,162
1505,06/21/2011,09/13/2011,Electronics Components,1898,40542,890,185
1505,06/21/2011,09/13/2011,Electronics Components,1283,45514,890,175
1505,06/21/2011,09/13/2011,Electronics Components,1736,36662,890,193
1505,06/21/2011,09/13/2011,Electronics Components,1440,44693,890,174
1505,06/21/2011,09/13/2011,Electronics Components,1418,39930,890,166
1505,06/21/2011,09/13/2011,Electronics Components,1326,47023,890,189
1505,06/21/2011,09/13/2011,Electronics Components,1844,27459,890,182
1506,09/30/2009,02/05/2010,Handcrafted Home Decor,966,23871,890,144
1507,01/26/2014,01/26/2014,Eco-Friendly Apparel,1684,24522,890,137
1508,08/29/2014,08/29/2014,Eco-Friendly Apparel,1712,37231,890,140
1509,03/19/2010,06/04/2010,Eco-Friendly Apparel,1682,54884,890,198
1510,03/10/2014,08/25/2014,Eco-Friendly Apparel,1280,27003,890,234
1511,04/04/2012,05/21/2012,Eco-Friendly Apparel,1485,55463,890,126
1512,02/20/2014,06/05/2014,Handcrafted Home Decor,1492,19163,890,238
1513,10/03/2014,10/03/2014,Eco-Friendly Apparel,1130,55012,890,142
1514,08/02/2012,08/27/2012,Handcrafted Home Decor,1402,41315,890,265
1515,02/05/2013,05/24/2013,Eco-Friendly Apparel,1862,16543,890,224
1516,01/22/2013,05/09/2013,Handcrafted Home Decor,1256,54604,890,211
1517,12/02/2013,01/13/2014,Eco-Friendly Apparel,1610,48644,890,129
1518,05/26/2014,07/09/2014,Handcrafted Home Decor,1081,56183,890,210
1519,09/03/2009,12/11/2009,Handcrafted Home Decor,1073,54792,890,233
1520,03/19/2010,11/29/2010,Eco-Friendly Apparel,1381,44396,890,152
1521,01/25/2010,04/20/2010,Eco-Friendly Apparel,1629,26512,890,208
1522,09/07/2011,01/11/2012,Handcrafted Home Decor,1439,25093,890,165
1523,06/17/2010,12/15/2010,Eco-Friendly Apparel,1670,23506,890,153
1524,09/24/2010,03/10/2011,Eco-Friendly Apparel,935,48955,890,197
1525,08/23/2013,01/10/2014,Eco-Friendly Apparel,907,17561,890,219
1526,12/12/2012,04/25/2013,Handcrafted Home Decor,1439,14206,890,232
1527,11/24/2010,01/13/2011,Handcrafted Home Decor,1199,40774,890,261
1528,12/02/2013,02/06/2014,Eco-Friendly Apparel,1520,36242,890,190
1529,05/28/2014,10/06/2014,Eco-Friendly Apparel,1305,19405,890,169
1530,06/23/2014,11/12/2014,Eco-Friendly Apparel,1004,41449,890,224
